algorithm,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,num_fallbacks,runtime,total_episodes
neighbor-heuristic,1000,100,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:58.990464,2017-07-21 18:11:59.538030,#BBAD3D,40,0,0.0029828548431396484,6
neighbor-heuristic,1000,100,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:59.553189,2017-07-21 18:12:00.126840,#BBAD3D,40,0,0.003072977066040039,6
neighbor-heuristic,1000,100,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:00.128757,2017-07-21 18:12:00.678330,#BBAD3D,40,0,0.002989053726196289,6
brute-force,1000,200,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:00.679920,2017-07-21 18:12:01.742407,#D27495,102,0,0.44078612327575684,1000
exact-heuristic,1000,200,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:01.744221,2017-07-21 18:12:02.371488,#C37B91,644,0,0.0030732154846191406,6
neighbor-heuristic,1000,200,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:02.373393,2017-07-21 18:12:02.994903,#C37B91,644,0,0.003088235855102539,6
neighbor-heuristic,1000,200,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:02.996557,2017-07-21 18:12:03.656194,#C37B91,644,0,0.003154754638671875,6
neighbor-heuristic,1000,200,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:03.657845,2017-07-21 18:12:04.285046,#C37B91,644,0,0.003053426742553711,6
brute-force,1000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:04.286703,2017-07-21 18:12:05.340516,#79B736,645,0,0.41461634635925293,1000
exact-heuristic,1000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:05.342325,2017-07-21 18:12:05.961886,#84B02C,178,0,0.0021753311157226562,4
neighbor-heuristic,1000,200,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:05.981250,2017-07-21 18:12:06.601043,#84B02C,178,0,0.002180814743041992,4
neighbor-heuristic,1000,200,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:06.602778,2017-07-21 18:12:07.253386,#84B02C,178,0,0.0022339820861816406,4
neighbor-heuristic,1000,200,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:07.255155,2017-07-21 18:12:07.879614,#84B02C,178,0,0.0022153854370117188,4
brute-force,1000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:07.881286,2017-07-21 18:12:08.944818,#07F9B1,450,0,0.41884350776672363,1000
exact-heuristic,1000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:08.946685,2017-07-21 18:12:09.568722,#07F9B1,450,0,0.002638101577758789,5
neighbor-heuristic,1000,200,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:09.570625,2017-07-21 18:12:10.213370,#07F9B1,450,0,0.0026595592498779297,5
neighbor-heuristic,1000,200,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:10.215090,2017-07-21 18:12:10.838250,#07F9B1,450,0,0.0026426315307617188,5
neighbor-heuristic,1000,200,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:10.839915,2017-07-21 18:12:11.469094,#07F9B1,450,0,0.002640247344970703,5
brute-force,1000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:11.470752,2017-07-21 18:12:12.531333,#FC1D68,662,0,0.41434144973754883,1000
exact-heuristic,1000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:12.533542,2017-07-21 18:12:13.153566,#F11289,739,0,0.0030641555786132812,6
neighbor-heuristic,1000,200,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:13.155486,2017-07-21 18:12:13.802431,#F11289,739,0,0.003037691116333008,6
neighbor-heuristic,1000,200,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:13.804143,2017-07-21 18:12:14.428109,#F11289,739,0,0.003032207489013672,6
neighbor-heuristic,1000,200,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:14.429792,2017-07-21 18:12:15.049719,#F11289,739,0,0.0030171871185302734,6
brute-force,1000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:15.051363,2017-07-21 18:12:16.110235,#BBAD3D,40,0,0.4136059284210205,1000
exact-heuristic,1000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:16.112099,2017-07-21 18:12:17.145864,#BBAD3D,40,1,0.41472530364990234,1000
neighbor-heuristic,1000,200,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:17.147718,2017-07-21 18:12:18.029622,#C5AE15,615,1,0.24358177185058594,2
neighbor-heuristic,1000,200,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:18.031272,2017-07-21 18:12:18.902190,#C5AE15,615,1,0.25267696380615234,5
neighbor-heuristic,1000,200,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:18.903926,2017-07-21 18:12:19.804254,#C5AE15,615,1,0.26129627227783203,7
brute-force,10000,10,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:19.805916,2017-07-21 18:12:29.167463,#D5668E,8232,0,4.410993576049805,10000
exact-heuristic,10000,10,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:29.169345,2017-07-21 18:12:34.696422,#D5668E,8232,0,0.5177357196807861,1140
neighbor-heuristic,10000,10,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:34.698249,2017-07-21 18:12:40.206478,#D5668E,8232,0,0.5143711566925049,1140
neighbor-heuristic,10000,10,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:40.208043,2017-07-21 18:12:45.717691,#D5668E,8232,0,0.58587646484375,1140
neighbor-heuristic,10000,10,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:45.719258,2017-07-21 18:12:51.190708,#D5668E,8232,0,0.5189042091369629,1140
brute-force,10000,10,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:51.192259,2017-07-21 18:13:00.565449,#79B62E,9427,0,4.39807915687561,10000
exact-heuristic,10000,10,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:00.567201,2017-07-21 18:13:06.014903,#79B62E,9427,0,0.46604061126708984,1030
neighbor-heuristic,10000,10,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:06.029927,2017-07-21 18:13:11.469594,#79B62E,9427,0,0.46616196632385254,1030
neighbor-heuristic,10000,10,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:11.471185,2017-07-21 18:13:16.923605,#79B62E,9427,0,0.4661407470703125,1030
neighbor-heuristic,10000,10,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:16.925183,2017-07-21 18:13:22.379699,#79B62E,9427,0,0.4684731960296631,1030
brute-force,10000,10,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:22.381278,2017-07-21 18:13:31.784618,#07F9B1,450,0,4.477373123168945,10000
exact-heuristic,10000,10,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:31.786782,2017-07-21 18:13:37.018356,#07F9B1,450,0,0.2988436222076416,663
neighbor-heuristic,10000,10,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:37.020621,2017-07-21 18:13:42.266580,#07F9B1,450,0,0.2990431785583496,663
neighbor-heuristic,10000,10,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:42.268620,2017-07-21 18:13:47.569133,#07F9B1,450,0,0.29759764671325684,663
neighbor-heuristic,10000,10,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:47.571146,2017-07-21 18:13:52.851931,#07F9B1,450,0,0.3692758083343506,663
brute-force,10000,10,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:52.853918,2017-07-21 18:14:02.211886,#F71F7A,8958,0,4.399993896484375,10000
exact-heuristic,10000,10,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:02.214026,2017-07-21 18:14:07.419101,#FC0A77,4041,0,0.2553222179412842,567
neighbor-heuristic,10000,10,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:07.421464,2017-07-21 18:14:12.639601,#FC0A77,4041,0,0.2554476261138916,567
neighbor-heuristic,10000,10,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:12.641648,2017-07-21 18:14:17.885684,#FC0A77,4041,0,0.2548496723175049,567
neighbor-heuristic,10000,10,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:17.887577,2017-07-21 18:14:23.142888,#FC0A77,4041,0,0.3262052536010742,567
brute-force,10000,10,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:23.144865,2017-07-21 18:14:32.498192,#C1B547,4648,0,4.396624326705933,10000
exact-heuristic,10000,10,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:32.500402,2017-07-21 18:14:37.927265,#C1B547,4648,0,0.4657175540924072,1030
neighbor-heuristic,10000,10,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:37.929604,2017-07-21 18:14:43.341377,#C1B547,4648,0,0.46687769889831543,1030
neighbor-heuristic,10000,10,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:43.343415,2017-07-21 18:14:48.757384,#C1B547,4648,0,0.4662339687347412,1030
neighbor-heuristic,10000,10,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:48.759650,2017-07-21 18:14:54.198652,#C1B547,4648,0,0.4647216796875,1030
brute-force,10000,20,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:54.200609,2017-07-21 18:15:03.628374,#D5668E,8232,0,4.37917685508728,10000
exact-heuristic,10000,20,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:03.630497,2017-07-21 18:15:08.856258,#D5668E,8232,0,0.19372916221618652,432
neighbor-heuristic,10000,20,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:08.858474,2017-07-21 18:15:14.115724,#D5668E,8232,0,0.192427396774292,432
neighbor-heuristic,10000,20,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:14.117636,2017-07-21 18:15:19.336438,#D5668E,8232,0,0.19345808029174805,432
neighbor-heuristic,10000,20,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:19.338380,2017-07-21 18:15:24.574406,#D5668E,8232,0,0.19494175910949707,432
brute-force,10000,20,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:24.576438,2017-07-21 18:15:34.074265,#79B62E,9427,0,4.421318531036377,10000
exact-heuristic,10000,20,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:34.076599,2017-07-21 18:15:39.278063,#79B62E,9427,0,0.18229246139526367,405
neighbor-heuristic,10000,20,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:39.280225,2017-07-21 18:15:44.512152,#79B62E,9427,0,0.18232512474060059,405
neighbor-heuristic,10000,20,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:44.514154,2017-07-21 18:15:49.783534,#79B62E,9427,0,0.18026518821716309,405
neighbor-heuristic,10000,20,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:49.785456,2017-07-21 18:15:55.050010,#79B62E,9427,0,0.2498188018798828,405
brute-force,10000,20,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:55.051971,2017-07-21 18:16:04.467697,#07F9B1,450,0,4.399007558822632,10000
exact-heuristic,10000,20,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:04.469828,2017-07-21 18:16:09.551066,#07F9B1,450,0,0.07151961326599121,161
neighbor-heuristic,10000,20,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:09.553180,2017-07-21 18:16:14.679979,#07F9B1,450,0,0.07159113883972168,161
neighbor-heuristic,10000,20,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:14.681935,2017-07-21 18:16:19.803824,#07F9B1,450,0,0.07177257537841797,161
neighbor-heuristic,10000,20,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:19.805800,2017-07-21 18:16:24.872815,#07F9B1,450,0,0.0713963508605957,161
brute-force,10000,20,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:24.875276,2017-07-21 18:16:34.416539,#F71F7A,8958,0,4.508018732070923,10000
exact-heuristic,10000,20,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:34.418660,2017-07-21 18:16:39.788479,#F71F7A,8958,0,0.2088303565979004,456
neighbor-heuristic,10000,20,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:39.790658,2017-07-21 18:16:45.176052,#F71F7A,8958,0,0.2094120979309082,456
neighbor-heuristic,10000,20,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:45.178059,2017-07-21 18:16:50.574267,#F71F7A,8958,0,0.20760011672973633,456
neighbor-heuristic,10000,20,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:50.576325,2017-07-21 18:16:55.875644,#F71F7A,8958,0,0.20757222175598145,456
brute-force,10000,20,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:56.081892,2017-07-21 18:17:05.795948,#C1B547,4648,0,4.534905672073364,10000
exact-heuristic,10000,20,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:05.798144,2017-07-21 18:17:11.216726,#C1B547,4648,0,0.3101694583892822,677
neighbor-heuristic,10000,20,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:11.218934,2017-07-21 18:17:16.711748,#C1B547,4648,0,0.31357836723327637,677
neighbor-heuristic,10000,20,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:16.713698,2017-07-21 18:17:22.247202,#C1B547,4648,0,0.31565380096435547,677
neighbor-heuristic,10000,20,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:22.249300,2017-07-21 18:17:27.790770,#C1B547,4648,0,0.37232351303100586,677
brute-force,10000,50,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:27.792817,2017-07-21 18:17:37.461192,#D5668E,8232,0,4.396172046661377,10000
exact-heuristic,10000,50,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:37.463645,2017-07-21 18:17:42.790542,#C95B90,8857,0,0.07526874542236328,167
neighbor-heuristic,10000,50,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:42.792961,2017-07-21 18:17:48.134492,#C95B90,8857,0,0.0746150016784668,167
neighbor-heuristic,10000,50,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:48.136716,2017-07-21 18:17:53.507910,#C95B90,8857,0,0.07454180717468262,167
neighbor-heuristic,10000,50,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:53.510067,2017-07-21 18:17:58.812021,#C95B90,8857,0,0.07351946830749512,167
brute-force,10000,50,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:17:58.814032,2017-07-21 18:18:08.474961,#79B62E,9427,0,4.395649433135986,10000
